#jdb (days)	RV (km/s)	RV error (km/s)	realistic RV error (km/s)	Bisector (km/s)	FWHM (km/s)	Photon noise (km/s)	log(R'hk)	log(R'hk) error	Low pass filter log(R'hk)	Alpha (hours)	Delta (degrees)	Seeing
#----------	---------	---------------	-------------------------	---------------	-----------	-------------------	---------	---------------	-------------------------	-------------	---------------	------
55042.569308	-22.574652	0.000348	0.000984	0.004665	6.275068	0.000031	-4.9091	0.0002	-4.9087	14.6586634960	-60.8338729318	0.78
55045.522571	-22.573344	0.000358	0.000987	0.005527	6.279052	0.000042	-4.9053	0.0002	-4.9072	14.6586624524	-60.8338628019	1.49
55045.588033	-22.573483	0.000360	0.000988	0.005364	6.280195	0.000043	-4.9063	0.0003	-4.9071	14.6586624524	-60.8338628019	1.22
55046.520769	-22.573401	0.000348	0.000984	0.005349	6.275861	0.000039	-4.9026	0.0002	-4.9067	14.6586621148	-60.8338593986	0.73
55046.591576	-22.573149	0.000348	0.000984	0.005557	6.277312	0.000044	-4.9033	0.0003	-4.9066	14.6586621148	-60.8338593986	1.08
55047.500381	-22.574251	0.000348	0.000984	0.006022	6.277784	0.000036	-4.9021	0.0002	-4.9062	14.6586617912	-60.8338560697	1.35
55048.508663	-22.576564	0.000348	0.000984	0.006467	6.280775	0.000043	-4.9025	0.0002	-4.9058	14.6586614658	-60.8338526606	1.78
55048.585442	-22.576345	0.000348	0.000984	0.006862	6.280376	0.000045	-4.9048	0.0003	-4.9057	14.6586614658	-60.8338526606	1.31
55278.739366	-22.697247	0.000397	0.001002	0.011604	6.297691	0.000060	-4.8457	0.0003	-4.8739	14.6586304153	-60.8338350765	1.23
55278.802663	-22.696762	0.000404	0.001005	0.011655	6.299793	0.000064	-4.8464	0.0003	-4.8740	14.6586304153	-60.8338350765	1.43
55278.872822	-22.697167	0.000412	0.001008	0.011788	6.299059	0.000059	-4.8480	0.0003	-4.8741	14.6586304153	-60.8338350765	1.18
55279.731635	-22.697674	0.000421	0.001012	0.010996	6.299105	0.000067	-4.8514	0.0004	-4.8755	14.6586297335	-60.8338352197	1.39
55279.894983	-22.697592	0.000397	0.001002	0.010675	6.296520	0.000061	-4.8531	0.0003	-4.8758	14.6586297335	-60.8338352197	1.28
55280.731561	-22.699103	0.000407	0.001006	0.010043	6.294405	0.000047	-4.8559	0.0002	-4.8771	14.6586290433	-60.8338353229	0.83
55280.829353	-22.699337	0.000407	0.001006	0.010188	6.290970	0.000046	-4.8578	0.0002	-4.8773	14.6586290433	-60.8338353229	0.45
55280.900362	-22.698662	0.000422	0.001012	0.009566	6.292972	0.000056	-4.8595	0.0003	-4.8774	14.6586290433	-60.8338353229	0.74
55281.732900	-22.699771	0.000407	0.001006	0.009049	6.289839	0.000046	-4.8652	0.0002	-4.8788	14.6586283465	-60.8338353859	0.78
55281.822878	-22.698932	0.000422	0.001012	0.009160	6.289771	0.000051	-4.8658	0.0003	-4.8789	14.6586283465	-60.8338353859	0.90
55281.888822	-22.700031	0.000422	0.001012	0.009258	6.287703	0.000048	-4.8678	0.0003	-4.8791	14.6586283465	-60.8338353859	0.74
55282.664240	-22.698874	0.000421	0.001012	0.007960	6.291389	0.000042	-4.8697	0.0002	-4.8803	14.6586276938	-60.8338354031	0.59
55282.748459	-22.699725	0.000397	0.001002	0.008242	6.289219	0.000050	-4.8737	0.0003	-4.8805	14.6586276938	-60.8338354031	1.43
55282.825233	-22.701046	0.000397	0.001002	0.008645	6.285844	0.000050	-4.8738	0.0003	-4.8806	14.6586276938	-60.8338354031	0.91
55283.737859	-22.702426	0.000397	0.001002	0.007657	6.284320	0.000041	-4.8788	0.0002	-4.8821	14.6586269371	-60.8338353744	0.95
55283.827043	-22.700918	0.000397	0.001002	0.007437	6.284590	0.000045	-4.8812	0.0002	-4.8822	14.6586269371	-60.8338353744	0.88
55283.894702	-22.700611	0.000412	0.001008	0.007832	6.284317	0.000046	-4.8817	0.0003	-4.8823	14.6586269371	-60.8338353744	0.94
55284.663331	-22.699741	0.000397	0.001002	0.006961	6.288374	0.000047	-4.8857	0.0002	-4.8835	14.6586262801	-60.8338353171	0.88
55284.754522	-22.700598	0.000397	0.001002	0.007130	6.284517	0.000045	-4.8858	0.0002	-4.8837	14.6586262801	-60.8338353171	1.02
55284.885769	-22.700281	0.000404	0.001005	0.007305	6.285864	0.000066	-4.8904	0.0004	-4.8839	14.6586262801	-60.8338353171	1.46
55287.641363	-22.701934	0.000397	0.001002	0.006910	6.282591	0.000042	-4.9038	0.0002	-4.8879	14.6586241399	-60.8338348588	0.78
55287.745923	-22.701449	0.000397	0.001002	0.007529	6.278915	0.000043	-4.9061	0.0002	-4.8881	14.6586241399	-60.8338348588	1.21
55287.823201	-22.702916	0.000443	0.001021	0.007891	6.277543	0.000052	-4.9073	0.0003	-4.8882	14.6586241399	-60.8338348588	1.33
55288.648591	-22.704117	0.000397	0.001002	0.007588	6.278201	0.000042	-4.9125	0.0002	-4.8893	14.6586234084	-60.8338346124	0.74
55288.766705	-22.704922	0.000397	0.001002	0.007503	6.273660	0.000036	-4.9115	0.0002	-4.8894	14.6586234084	-60.8338346124	0.87
55288.819496	-22.704119	0.000397	0.001002	0.007650	6.274949	0.000042	-4.9148	0.0002	-4.8895	14.6586234084	-60.8338346124	0.56
55289.707496	-22.704346	0.000407	0.001006	0.007539	6.276188	0.000042	-4.9178	0.0002	-4.8906	14.6586226353	-60.8338343087	0.92
55289.797765	-22.704795	0.000407	0.001006	0.007371	6.275463	0.000045	-4.9175	0.0003	-4.8907	14.6586226353	-60.8338343087	1.02
55289.890078	-22.705789	0.000407	0.001006	0.007734	6.273203	0.000048	-4.9210	0.0003	-4.8908	14.6586226353	-60.8338343087	0.79
55290.656243	-22.705595	0.000407	0.001006	0.006717	6.276799	0.000049	-4.9277	0.0003	-4.8916	14.6586219382	-60.8338339993	0.94
55290.736690	-22.705226	0.000407	0.001006	0.006959	6.275281	0.000051	-4.9289	0.0003	-4.8917	14.6586219382	-60.8338339993	1.49
55290.898128	-22.705873	0.000407	0.001006	0.007208	6.272913	0.000059	-4.9317	0.0004	-4.8919	14.6586219382	-60.8338339993	0.97
55291.640315	-22.707215	0.000407	0.001006	0.006260	6.270854	0.000054	-4.9350	0.0003	-4.8926	14.6586212117	-60.8338336269	0.83
55291.801762	-22.705138	0.000407	0.001006	0.006400	6.272480	0.000059	-4.9363	0.0004	-4.8928	14.6586212117	-60.8338336269	1.14
55292.625972	-22.705515	0.000397	0.001002	0.005912	6.271162	0.000069	-4.9396	0.0004	-4.8935	14.6586204806	-60.8338332144	0.75
55292.741061	-22.705555	0.000397	0.001002	0.006003	6.270418	0.000074	-4.9412	0.0005	-4.8936	14.6586204806	-60.8338332144	1.23
55292.826422	-22.706187	0.000397	0.001002	0.005621	6.270293	0.000057	-4.9422	0.0003	-4.8937	14.6586204806	-60.8338332144	1.42
55293.622875	-22.706188	0.000407	0.001006	0.005277	6.271532	0.000057	-4.9413	0.0003	-4.8943	14.6586197380	-60.8338327560	1.27
55293.785467	-22.708187	0.000407	0.001006	0.005185	6.269530	0.000049	-4.9399	0.0003	-4.8944	14.6586197380	-60.8338327560	1.38
55293.911821	-22.708350	0.000570	0.001082	0.005203	6.268117	0.000106	-4.9427	0.0007	-4.8945	14.6586197380	-60.8338327560	1.63
55294.632419	-22.709742	0.000407	0.001006	0.004155	6.269907	0.000050	-4.9401	0.0003	-4.8949	14.6586189825	-60.8338322404	1.11
55294.731533	-22.709992	0.000407	0.001006	0.004185	6.268518	0.000044	-4.9404	0.0003	-4.8950	14.6586189825	-60.8338322404	0.74
55294.873096	-22.709881	0.000407	0.001006	0.003890	6.268683	0.000047	-4.9395	0.0003	-4.8951	14.6586189825	-60.8338322404	0.79
55295.612942	-22.710202	0.000397	0.001002	0.003349	6.271328	0.000050	-4.9422	0.0003	-4.8954	14.6586182453	-60.8338316960	0.59
55295.672414	-22.710130	0.000397	0.001002	0.003690	6.269844	0.000057	-4.9453	0.0003	-4.8954	14.6586182453	-60.8338316960	0.84
55295.878572	-22.709382	0.000397	0.001002	0.003505	6.267320	0.000042	-4.9427	0.0003	-4.8955	14.6586182453	-60.8338316960	0.64
55296.611768	-22.708920	0.000397	0.001002	0.002974	6.271639	0.000050	-4.9454	0.0003	-4.8958	14.6586174913	-60.8338311002	0.86
55296.916162	-22.708449	0.000397	0.001002	0.003147	6.270310	0.000051	-4.9430	0.0003	-4.8959	14.6586174913	-60.8338311002	0.61
55297.753797	-22.710821	0.000397	0.001002	0.002686	6.268438	0.000044	-4.9396	0.0003	-4.8961	14.6586166265	-60.8338303610	0.76
55297.889176	-22.710602	0.000397	0.001002	0.002848	6.268048	0.000043	-4.9404	0.0002	-4.8961	14.6586166265	-60.8338303610	0.77
55298.598971	-22.710898	0.000407	0.001006	0.002333	6.275050	0.000044	-4.9360	0.0002	-4.8962	14.6586159825	-60.8338297766	0.54
55298.768913	-22.712015	0.000407	0.001006	0.002209	6.270974	0.000045	-4.9354	0.0003	-4.8962	14.6586159825	-60.8338297766	0.74
55298.912260	-22.709668	0.000407	0.001006	0.002759	6.272564	0.000049	-4.9353	0.0003	-4.8962	14.6586159825	-60.8338297766	0.66
55299.597954	-22.710809	0.000407	0.001006	0.002592	6.277268	0.000050	-4.9274	0.0003	-4.8962	14.6586152201	-60.8338290432	0.76
55299.894414	-22.710590	0.000485	0.001040	0.002645	6.274683	0.000093	-4.9247	0.0006	-4.8962	14.6586152201	-60.8338290432	0.90
55300.668888	-22.710087	0.000458	0.001028	0.001926	6.279572	0.000078	-4.9190	0.0005	-4.8961	14.6586144011	-60.8338282067	1.41
55300.767252	-22.711497	0.000397	0.001002	0.002304	6.276474	0.000050	-4.9171	0.0003	-4.8961	14.6586144011	-60.8338282067	1.03
55300.899781	-22.711971	0.000397	0.001002	0.001946	6.276869	0.000048	-4.9166	0.0003	-4.8961	14.6586144011	-60.8338282067	0.73
55301.791840	-22.711379	0.000404	0.001005	0.002022	6.282254	0.000064	-4.9113	0.0004	-4.8959	14.6586135371	-60.8338272728	1.53
55301.885687	-22.710926	0.000431	0.001016	0.001926	6.283569	0.000087	-4.9104	0.0005	-4.8958	14.6586135371	-60.8338272728	1.63
55304.622782	-22.708975	0.000407	0.001006	0.002445	6.293415	0.000064	-4.8899	0.0004	-4.8949	14.6586113476	-60.8338246658	1.29
55305.735319	-22.709176	0.000468	0.001032	0.002492	6.289459	0.000063	-4.8837	0.0005	-4.8944	14.6586104836	-60.8338235371	1.24
55315.912596	-22.713807	0.000381	0.000996	0.013140	6.308479	0.000069	-4.8414	0.0005	-4.8900	14.6586025019	-60.8338106914	1.15
55321.602109	-22.717534	0.000360	0.000988	0.010475	6.295096	0.000040	-4.8697	0.0002	-4.8890	14.6585980088	-60.8338015298	1.58
55321.671486	-22.718494	0.000366	0.000990	0.010465	6.293015	0.000042	-4.8703	0.0002	-4.8890	14.6585980088	-60.8338015298	1.39
55321.731821	-22.718034	0.000366	0.000990	0.010406	6.290634	0.000039	-4.8715	0.0002	-4.8890	14.6585980088	-60.8338015298	1.52
55322.592658	-22.716687	0.000367	0.000990	0.010144	6.291532	0.000043	-4.8778	0.0002	-4.8889	14.6585972265	-60.8337997938	1.39
55323.579966	-22.718346	0.000356	0.000986	0.009259	6.292383	0.000039	-4.8817	0.0002	-4.8888	14.6585964485	-60.8337980233	0.89
55323.653897	-22.718196	0.000356	0.000986	0.009493	6.288932	0.000039	-4.8855	0.0002	-4.8888	14.6585964485	-60.8337980233	1.06
55323.732553	-22.718523	0.000363	0.000989	0.009690	6.288661	0.000039	-4.8870	0.0002	-4.8888	14.6585964485	-60.8337980233	1.04
55324.570679	-22.719677	0.000366	0.000990	0.009167	6.288377	0.000053	-4.8966	0.0003	-4.8887	14.6585956673	-60.8337962013	1.40
55324.639657	-22.720962	0.000366	0.000990	0.009041	6.286057	0.000038	-4.8948	0.0002	-4.8887	14.6585956673	-60.8337962013	0.92
55324.728102	-22.720023	0.000366	0.000990	0.009305	6.286770	0.000047	-4.8969	0.0003	-4.8886	14.6585956673	-60.8337962013	1.29
55325.555700	-22.720230	0.000356	0.000986	0.008653	6.285604	0.000046	-4.9040	0.0003	-4.8885	14.6585948919	-60.8337943564	1.49
55325.626361	-22.720026	0.000356	0.000986	0.008765	6.283671	0.000046	-4.9047	0.0003	-4.8885	14.6585948919	-60.8337943564	1.34
55325.726849	-22.720441	0.000356	0.000986	0.009362	6.279806	0.000053	-4.9078	0.0004	-4.8885	14.6585948919	-60.8337943564	0.75
55326.570438	-22.722748	0.000356	0.000986	0.008036	6.280544	0.000040	-4.9112	0.0002	-4.8883	14.6585940940	-60.8337924083	0.78
55326.659140	-22.725769	0.000356	0.000986	0.008415	6.275641	0.000039	-4.9104	0.0002	-4.8883	14.6585940940	-60.8337924083	1.07
55326.728634	-22.723058	0.000356	0.000986	0.008441	6.278849	0.000045	-4.9094	0.0003	-4.8883	14.6585940940	-60.8337924083	0.93
55327.574251	-22.724035	0.000356	0.000986	0.007821	6.277457	0.000037	-4.9161	0.0002	-4.8881	14.6585933052	-60.8337904431	0.89
55327.661883	-22.723215	0.000356	0.000986	0.007883	6.275368	0.000040	-4.9159	0.0002	-4.8881	14.6585933052	-60.8337904431	0.55
55327.743540	-22.721993	0.000421	0.001012	0.008032	6.276015	0.000062	-4.9181	0.0004	-4.8880	14.6585933052	-60.8337904431	1.22
55328.560084	-22.724269	0.000356	0.000986	0.006656	6.277226	0.000034	-4.9200	0.0002	-4.8878	14.6585925317	-60.8337884721	0.70
55328.658598	-22.726424	0.000356	0.000986	0.007177	6.268804	0.000044	-4.9212	0.0003	-4.8878	14.6585925317	-60.8337884721	0.89
55328.774991	-22.724482	0.000356	0.000986	0.006818	6.274407	0.000055	-4.9206	0.0004	-4.8877	14.6585925317	-60.8337884721	0.62
55334.594627	-22.730576	0.000356	0.000986	0.004337	6.273850	0.000037	-4.9344	0.0002	-4.8845	14.6585878293	-60.8337755576	1.02
55334.687337	-22.728404	0.000356	0.000986	0.004009	6.273857	0.000044	-4.9329	0.0003	-4.8845	14.6585878293	-60.8337755576	1.19
55334.759905	-22.729007	0.000359	0.000988	0.004250	6.271404	0.000058	-4.9323	0.0004	-4.8844	14.6585878293	-60.8337755576	1.56
55335.585150	-22.727619	0.000356	0.000986	0.004045	6.276849	0.000039	-4.9280	0.0002	-4.8837	14.6585870642	-60.8337733059	0.51
55335.663044	-22.727808	0.000356	0.000986	0.004331	6.275301	0.000050	-4.9290	0.0003	-4.8837	14.6585870642	-60.8337733059	1.05
55335.741742	-22.726828	0.000363	0.000989	0.004226	6.276743	0.000057	-4.9278	0.0004	-4.8836	14.6585870642	-60.8337733059	1.20
55337.517293	-22.728432	0.000356	0.000986	0.003555	6.277641	0.000041	-4.9239	0.0003	-4.8820	14.6585855768	-60.8337688082	0.98
55337.691218	-22.726824	0.000356	0.000986	0.003508	6.274509	0.000047	-4.9202	0.0003	-4.8818	14.6585855768	-60.8337688082	1.01
55338.493832	-22.727369	0.000443	0.001021	0.003473	6.282924	0.000087	-4.9106	0.0006	-4.8810	14.6585848315	-60.8337664877	1.63
55338.613230	-22.728564	0.000356	0.000986	0.003192	6.278118	0.000060	-4.9081	0.0004	-4.8809	14.6585848315	-60.8337664877	1.59
55340.545237	-22.727743	0.000363	0.000989	0.004546	6.291707	0.000056	-4.8935	0.0003	-4.8789	14.6585832658	-60.8337614801	1.60
55340.630857	-22.725616	0.000356	0.000986	0.004265	6.290546	0.000060	-4.8920	0.0004	-4.8788	14.6585832658	-60.8337614801	1.26
55340.723596	-22.727351	0.000458	0.001028	0.004596	6.290878	0.000081	-4.8898	0.0005	-4.8787	14.6585832658	-60.8337614801	1.58
55341.496397	-22.729560	0.000366	0.000990	0.004686	6.291193	0.000043	-4.8831	0.0003	-4.8778	14.6585825447	-60.8337591137	0.98
55341.623202	-22.730073	0.000366	0.000990	0.004349	6.293132	0.000040	-4.8785	0.0002	-4.8777	14.6585825447	-60.8337591137	1.29
55341.748649	-22.728748	0.000366	0.000990	0.004393	6.295572	0.000040	-4.8786	0.0002	-4.8776	14.6585825447	-60.8337591137	1.39
55342.552197	-22.730457	0.000496	0.001045	0.004524	6.298186	0.000056	-4.8629	0.0003	-4.8767	14.6585817475	-60.8337564438	1.24
55342.692869	-22.728923	0.000356	0.000986	0.004801	6.297882	0.000047	-4.8666	0.0003	-4.8765	14.6585817475	-60.8337564438	1.61
55342.760001	-22.728297	0.000356	0.000986	0.004547	6.297604	0.000049	-4.8693	0.0003	-4.8765	14.6585817475	-60.8337564438	1.56
55350.656696	-22.729442	0.000338	0.000980	0.012104	6.315601	0.000030	-4.8204	0.0002	-4.8694	14.6585757532	-60.8337347688	1.60
55351.468497	-22.727399	0.000560	0.001077	0.013222	6.321091	0.000136	-4.8259	0.0007	-4.8690	14.6585751585	-60.8337324655	1.53
55351.585317	-22.730046	0.000367	0.000990	0.013210	6.313242	0.000038	-4.8206	0.0002	-4.8689	14.6585751585	-60.8337324655	1.27
55352.468168	-22.731144	0.000340	0.000981	0.014026	6.317346	0.000047	-4.8162	0.0002	-4.8685	14.6585744431	-60.8337296408	1.60
55352.610695	-22.729845	0.000391	0.001000	0.014218	6.310840	0.000079	-4.8215	0.0005	-4.8684	14.6585744431	-60.8337296408	1.63
55353.465357	-22.737513	0.000350	0.000984	0.013895	6.305113	0.000044	-4.8270	0.0002	-4.8681	14.6585737280	-60.8337267760	0.96
55353.591223	-22.732544	0.000350	0.000984	0.013516	6.309315	0.000039	-4.8282	0.0002	-4.8681	14.6585737280	-60.8337267760	0.73
55353.720873	-22.733267	0.000350	0.000984	0.013366	6.310631	0.000038	-4.8297	0.0002	-4.8680	14.6585737280	-60.8337267760	0.66
55354.457811	-22.735509	0.000350	0.000984	0.013868	6.311487	0.000035	-4.8329	0.0002	-4.8678	14.6585730217	-60.8337238940	0.90
55354.578913	-22.735386	0.000338	0.000980	0.013955	6.309907	0.000050	-4.8325	0.0003	-4.8678	14.6585730217	-60.8337238940	0.81
55355.465544	-22.737141	0.000350	0.000984	0.013647	6.308778	0.000041	-4.8390	0.0002	-4.8677	14.6585723086	-60.8337209433	0.69
55355.588346	-22.738333	0.000350	0.000984	0.013868	6.305007	0.000037	-4.8396	0.0002	-4.8676	14.6585723086	-60.8337209433	1.05
55358.628680	-22.739041	0.000404	0.001005	0.010768	6.296311	0.000053	-4.8683	0.0003	-4.8676	14.6585701042	-60.8337115124	1.63
55358.718069	-22.738310	0.000614	0.001106	0.011149	6.294631	0.000138	-4.8684	0.0008	-4.8676	14.6585701042	-60.8337115124	1.62
55359.457091	-22.741313	0.000385	0.000997	0.010433	6.300581	0.000046	-4.8765	0.0003	-4.8677	14.6585695290	-60.8337089857	1.58
55359.548267	-22.742893	0.000377	0.000994	0.010045	6.296135	0.000038	-4.8778	0.0002	-4.8677	14.6585695290	-60.8337089857	1.46
55611.793797	-22.877296	0.000360	0.000988	0.006085	6.289717	0.000031	-4.8986	0.0002	-4.8917	14.6585293310	-60.8334807021	0.96
55611.867970	-22.879009	0.000363	0.000989	0.006300	6.286986	0.000030	-4.9012	0.0002	-4.8917	14.6585293310	-60.8334807021	0.87
55612.807219	-22.879444	0.000348	0.000984	0.006397	6.288826	0.000037	-4.8960	0.0002	-4.8913	14.6585288513	-60.8334820084	1.31
55613.787076	-22.879821	0.000363	0.000989	0.006170	6.291672	0.000036	-4.8939	0.0002	-4.8909	14.6585283788	-60.8334832518	1.16
55614.776559	-22.879908	0.000373	0.000993	0.005065	6.291633	0.000038	-4.8904	0.0002	-4.8906	14.6585278941	-60.8334844779	1.31
55614.830439	-22.881137	0.000366	0.000990	0.004993	6.290052	0.000035	-4.8861	0.0002	-4.8905	14.6585278941	-60.8334844779	1.29
55615.812102	-22.881486	0.000355	0.000986	0.004166	6.288979	0.000031	-4.8927	0.0002	-4.8902	14.6585273803	-60.8334857327	1.01
55615.895560	-22.881724	0.000348	0.000984	0.004213	6.286094	0.000028	-4.8975	0.0002	-4.8901	14.6585273803	-60.8334857327	1.08
55616.796179	-22.880153	0.000360	0.000988	0.003625	6.290430	0.000038	-4.8904	0.0002	-4.8898	14.6585268837	-60.8334868958	1.04
55617.774625	-22.878177	0.000441	0.001020	0.002816	6.291475	0.000056	-4.8899	0.0003	-4.8894	14.6585263818	-60.8334880245	1.43
55619.769117	-22.874979	0.000401	0.001004	0.004726	6.294673	0.000050	-4.8896	0.0003	-4.8887	14.6585253394	-60.8334902247	1.22
55620.782599	-22.876027	0.000350	0.000984	0.005256	6.294781	0.000033	-4.8846	0.0002	-4.8884	14.6585247982	-60.8334912961	1.25
55620.858721	-22.876920	0.000350	0.000984	0.005576	6.292309	0.000033	-4.8857	0.0002	-4.8883	14.6585247982	-60.8334912961	1.03
55621.854436	-22.878294	0.000360	0.000988	0.006898	6.293790	0.000033	-4.8845	0.0002	-4.8880	14.6585242180	-60.8334923962	0.78
55626.791707	-22.884079	0.000533	0.001063	0.008344	6.296914	0.000070	-4.8744	0.0004	-4.8868	14.6585214345	-60.8334969626	1.14
55626.894506	-22.882789	0.000422	0.001012	0.009306	6.298007	0.000057	-4.8745	0.0003	-4.8868	14.6585214345	-60.8334969626	1.42
55627.798566	-22.885685	0.000395	0.001001	0.008327	6.296304	0.000039	-4.8748	0.0002	-4.8867	14.6585208497	-60.8334977820	1.11
55627.889845	-22.885325	0.000453	0.001025	0.008664	6.293298	0.000054	-4.8781	0.0003	-4.8867	14.6585208497	-60.8334977820	0.92
55628.792689	-22.881871	0.000441	0.001020	0.008899	6.297540	0.000075	-4.8713	0.0004	-4.8866	14.6585202607	-60.8334985612	1.39
55628.869619	-22.884882	0.000414	0.001009	0.008478	6.293549	0.000049	-4.8750	0.0003	-4.8866	14.6585202607	-60.8334985612	1.42
55629.775166	-22.885494	0.000401	0.001004	0.008297	6.294412	0.000045	-4.8728	0.0003	-4.8865	14.6585196748	-60.8334992946	1.03
55629.845285	-22.886055	0.000407	0.001006	0.007989	6.292408	0.000039	-4.8775	0.0002	-4.8865	14.6585196748	-60.8334992946	0.82
55630.773309	-22.887321	0.000453	0.001025	0.008160	6.294130	0.000048	-4.8801	0.0003	-4.8864	14.6585190720	-60.8335000050	0.60
55630.876874	-22.885961	0.000401	0.001004	0.008133	6.292334	0.000040	-4.8800	0.0003	-4.8864	14.6585190720	-60.8335000050	0.94
55632.768947	-22.886536	0.000468	0.001032	0.008828	6.291778	0.000059	-4.8850	0.0003	-4.8864	14.6585178497	-60.8335013057	1.41
55632.839164	-22.886587	0.000431	0.001016	0.009122	6.290647	0.000056	-4.8847	0.0003	-4.8864	14.6585178497	-60.8335013057	1.40
55633.769665	-22.889286	0.000401	0.001004	0.008965	6.289632	0.000038	-4.8879	0.0002	-4.8865	14.6585172263	-60.8335019015	0.84
55633.869994	-22.888887	0.000401	0.001004	0.009462	6.287428	0.000040	-4.8918	0.0003	-4.8865	14.6585172263	-60.8335019015	1.24
55634.764586	-22.890340	0.000453	0.001025	0.008694	6.290125	0.000051	-4.8908	0.0003	-4.8866	14.6585165999	-60.8335024573	0.88
55634.883087	-22.888312	0.000401	0.001004	0.009297	6.288492	0.000046	-4.8891	0.0003	-4.8866	14.6585165999	-60.8335024573	0.95
55637.777814	-22.890832	0.000385	0.000997	0.008139	6.293537	0.000046	-4.8795	0.0003	-4.8870	14.6585146755	-60.8335038897	1.42
55637.824316	-22.889572	0.000468	0.001032	0.008029	6.293023	0.000078	-4.8806	0.0005	-4.8870	14.6585146755	-60.8335038897	1.43
55637.902996	-22.891641	0.000348	0.000984	0.007910	6.290280	0.000037	-4.8784	0.0002	-4.8870	14.6585146755	-60.8335038897	1.19
55638.720609	-22.891648	0.000338	0.000980	0.007609	6.294038	0.000032	-4.8812	0.0002	-4.8871	14.6585140587	-60.8335042678	1.31
55638.833906	-22.893525	0.000338	0.000980	0.007718	6.289785	0.000029	-4.8832	0.0002	-4.8871	14.6585140587	-60.8335042678	1.25
55639.745188	-22.892407	0.000348	0.000984	0.006837	6.292013	0.000027	-4.8849	0.0002	-4.8873	14.6585133852	-60.8335046345	1.22
55639.852247	-22.893160	0.000348	0.000984	0.006661	6.288102	0.000033	-4.8825	0.0002	-4.8874	14.6585133852	-60.8335046345	0.87
55640.771984	-22.893089	0.000404	0.001005	0.006673	6.290364	0.000050	-4.8834	0.0003	-4.8876	14.6585127046	-60.8335049611	1.41
55640.869483	-22.893285	0.000347	0.000983	0.006669	6.288842	0.000033	-4.8855	0.0002	-4.8876	14.6585127046	-60.8335049611	1.41
55641.714932	-22.893554	0.000348	0.000984	0.005504	6.292398	0.000027	-4.8849	0.0002	-4.8878	14.6585120735	-60.8335052247	0.68
55641.840995	-22.895208	0.000414	0.001009	0.005418	6.286842	0.000039	-4.8861	0.0002	-4.8878	14.6585120735	-60.8335052247	0.85
55642.741785	-22.894391	0.000345	0.000983	0.005541	6.290937	0.000030	-4.8865	0.0002	-4.8881	14.6585113818	-60.8335054653	0.73
55642.854785	-22.894445	0.000338	0.000980	0.005606	6.287791	0.000027	-4.8888	0.0002	-4.8881	14.6585113818	-60.8335054653	0.67
55643.729922	-22.894751	0.000348	0.000984	0.005395	6.290707	0.000028	-4.8879	0.0002	-4.8883	14.6585107107	-60.8335056544	0.83
55643.832773	-22.894106	0.000366	0.000990	0.005664	6.288144	0.000031	-4.8907	0.0002	-4.8884	14.6585107107	-60.8335056544	0.91
55644.735299	-22.894841	0.000342	0.000982	0.005244	6.288118	0.000027	-4.8883	0.0002	-4.8886	14.6585100231	-60.8335058091	0.64
55644.830530	-22.893562	0.000350	0.000984	0.005177	6.287905	0.000030	-4.8878	0.0002	-4.8887	14.6585100231	-60.8335058091	0.89
55645.742780	-22.894309	0.000348	0.000984	0.006155	6.290060	0.000031	-4.8883	0.0002	-4.8889	14.6585093287	-60.8335059180	1.23
55645.849858	-22.894436	0.000350	0.000984	0.006053	6.287120	0.000030	-4.8897	0.0002	-4.8890	14.6585093287	-60.8335059180	1.42
55646.724744	-22.894280	0.000363	0.000989	0.006871	6.287695	0.000035	-4.8911	0.0002	-4.8892	14.6585086457	-60.8335059810	1.39
55646.834052	-22.895019	0.000366	0.000990	0.006940	6.285116	0.000030	-4.8919	0.0002	-4.8893	14.6585086457	-60.8335059810	0.72
55647.713324	-22.894817	0.000352	0.000985	0.007425	6.288610	0.000028	-4.8918	0.0002	-4.8896	14.6585079551	-60.8335060039	0.90
55647.811570	-22.895371	0.000570	0.001082	0.007464	6.283125	0.000074	-4.8940	0.0005	-4.8896	14.6585079551	-60.8335060039	0.71
55648.744630	-22.895652	0.000348	0.000984	0.007799	6.286739	0.000028	-4.8932	0.0002	-4.8899	14.6585072298	-60.8335059867	1.20
55648.843203	-22.895345	0.000350	0.000984	0.007893	6.285205	0.000029	-4.8925	0.0002	-4.8899	14.6585072298	-60.8335059867	1.12
55652.724154	-22.900074	0.000325	0.000976	0.005762	6.285318	0.000029	-4.8954	0.0002	-4.8911	14.6585043856	-60.8335054711	1.35
55652.739995	-22.900780	0.000345	0.000983	0.005753	6.284671	0.000033	-4.8959	0.0002	-4.8911	14.6585043856	-60.8335054711	1.00
55652.811456	-22.901441	0.000318	0.000973	0.005913	6.282340	0.000028	-4.8941	0.0002	-4.8912	14.6585043856	-60.8335054711	0.88
55652.826032	-22.900599	0.000375	0.000993	0.005802	6.282651	0.000045	-4.8955	0.0003	-4.8912	14.6585043856	-60.8335054711	0.64
55653.680485	-22.900575	0.000327	0.000976	0.004722	6.286133	0.000028	-4.8963	0.0002	-4.8914	14.6585036908	-60.8335052419	0.56
55653.695018	-22.901367	0.000375	0.000993	0.004761	6.285134	0.000040	-4.8970	0.0002	-4.8914	14.6585036908	-60.8335052419	0.46
