# Standard, non-uniform FFT-based periodogram
# Chosen Nyquist frequency: 0.2
# Rayleigh resolution: 0.00018885811529837266
# Detrended: True
# Trend type: linear
# Number of bootstrap iterations: 10000
# 5% FAP (bootstrap): 0.00012626450446025998
# 1% FAP (bootstrap): 0.0001497880814284838
# 0.1% FAP (bootstrap): 0.00018033995315617428
# Window applied: KaiserBessel
# frequency,power
9.52021156e-03,1.06063898e-04
9.55799018e-03,1.17970984e-04
9.59576879e-03,1.27160625e-04
9.63354741e-03,1.31819010e-04
9.67132603e-03,1.30856011e-04
9.70910465e-03,1.24223969e-04
9.74688326e-03,1.13030617e-04
9.78466188e-03,9.93921690e-05
9.82244050e-03,8.60479318e-05
9.86021912e-03,7.58259661e-05
9.89799773e-03,7.10865213e-05
9.93577635e-03,7.32668082e-05
9.97355497e-03,8.26137424e-05
1.00113336e-02,9.81394058e-05
1.00491122e-02,1.17786786e-04
1.00868908e-02,1.38762171e-04
1.01246694e-02,1.57975190e-04
1.01624481e-02,1.72520466e-04
1.02002267e-02,1.80129469e-04
1.02380053e-02,1.79519100e-04
1.02757839e-02,1.70572134e-04
1.03135625e-02,1.54311192e-04
1.03513411e-02,1.32670791e-04
1.03891198e-02,1.08120097e-04
1.04268984e-02,8.32245245e-05
1.04646770e-02,6.02441565e-05
1.05024556e-02,4.08469695e-05
1.05402342e-02,2.59751335e-05
1.05780128e-02,1.58586114e-05
1.06157915e-02,1.01383921e-05
1.06535701e-02,8.04874125e-06
1.06913487e-02,8.61263393e-06
1.07291273e-02,1.08178802e-05
1.07669059e-02,1.37549698e-05
1.08046845e-02,1.67071335e-05
1.08424632e-02,1.91899898e-05
1.08802418e-02,2.09451957e-05
1.09180204e-02,2.19006117e-05
1.09557990e-02,2.21153091e-05
1.09935776e-02,2.17276879e-05
1.10313563e-02,2.09179282e-05
1.10691349e-02,1.98858126e-05
1.11069135e-02,1.88373276e-05
1.11446921e-02,1.79722542e-05
1.11824707e-02,1.74690835e-05
1.12202493e-02,1.74684607e-05
1.12580280e-02,1.80581862e-05
1.12958066e-02,1.92608363e-05
1.13335852e-02,2.10222940e-05
