# Welch's power spectrum estimate
# Chosen Nyquist frequency: 0.2
# Rayleigh resolution: 0.00032236155369113673
# 6-dB main lobe half width (1/2 limiting resolution): 0.0035912120288300823
# Actual number of segments: 5
# Effective number of segments: 4.988474628218962
# Segment start and end points: [[0, 203], [101, 304], [203, 406], [304, 507], [405, 611]]
# Segments detrended: True
# Trend type: linear
# Window applied: BlackmanHarris
# Number of bootstrap iterations: 10000
# 5% FAP (bootstrap): 0.0004897159104923477
# 1% FAP (bootstrap): 0.000576032303070119
# 0.1% FAP (bootstrap): 0.0006686909239068843
# frequency,power
1.11290323e-02,1.57747777e-04
1.11827957e-02,1.69854416e-04
1.12365591e-02,1.59054012e-04
1.12903226e-02,1.30370451e-04
1.13440860e-02,1.05687845e-04
1.13978495e-02,8.48366840e-05
1.14516129e-02,6.75622897e-05
1.15053763e-02,5.64407457e-05
1.15591398e-02,6.99704120e-05
1.16129032e-02,8.26927427e-05
1.16666667e-02,9.33105685e-05
1.17204301e-02,1.00640898e-04
1.17741935e-02,1.03815611e-04
1.18279570e-02,1.02437842e-04
1.18817204e-02,9.66600425e-05
1.19354839e-02,8.71655331e-05
1.19892473e-02,7.50562746e-05
1.20430108e-02,6.16700880e-05
1.20967742e-02,4.83663310e-05
1.21505376e-02,4.55426599e-05
1.22043011e-02,4.78342206e-05
1.22580645e-02,4.02529534e-05
1.23118280e-02,3.37345589e-05
1.23655914e-02,2.85254354e-05
1.24193548e-02,2.79966869e-05
1.24731183e-02,3.20873241e-05
1.25268817e-02,3.69035658e-05
1.25806452e-02,4.24723080e-05
1.26344086e-02,4.88006703e-05
1.26881720e-02,5.58749690e-05
1.27419355e-02,6.36608477e-05
1.27956989e-02,6.83980123e-05
1.28494624e-02,6.99842480e-05
1.29032258e-02,7.15550095e-05
1.29569892e-02,7.31177299e-05
1.30107527e-02,7.46794753e-05
1.30645161e-02,7.62468741e-05
1.31182796e-02,7.78260714e-05
1.31720430e-02,7.94227097e-05
1.32258065e-02,8.10419331e-05
1.32795699e-02,8.26884139e-05
1.33333333e-02,8.43664003e-05
1.33870968e-02,8.60797439e-05
1.34408602e-02,8.78320406e-05
1.34946237e-02,8.96266605e-05
1.35483871e-02,9.14668622e-05
1.36021505e-02,9.33558846e-05
1.36559140e-02,9.52970414e-05
1.37096774e-02,9.72938115e-05
1.37634409e-02,9.93499239e-05
1.38172043e-02,1.01469433e-04
1.38709677e-02,1.03656782e-04
1.39247312e-02,1.05916855e-04
1.39784946e-02,1.08255009e-04
1.40322581e-02,1.10677101e-04
1.40860215e-02,1.13189484e-04
1.41397849e-02,1.15792123e-04
1.41935484e-02,1.10834543e-04
1.42473118e-02,1.06075661e-04
1.43010753e-02,1.01512637e-04
1.43548387e-02,9.71426087e-05
1.44086022e-02,9.68170878e-05
1.44623656e-02,1.01633879e-04
1.45161290e-02,1.04232725e-04
1.45698925e-02,9.31736889e-05
1.46236559e-02,8.25612925e-05
1.46774194e-02,7.48128644e-05
1.47311828e-02,7.17124020e-05
1.47849462e-02,6.87816346e-05
1.48387097e-02,6.60176636e-05
1.48924731e-02,6.34176063e-05
1.49462366e-02,6.09785990e-05
1.50000000e-02,5.86978002e-05
1.50537634e-02,5.50952736e-05
1.51075269e-02,4.68622494e-05
1.51612903e-02,5.27766327e-05
1.52150538e-02,5.11007958e-05
1.52688172e-02,4.95693899e-05
1.53225806e-02,4.81797623e-05
1.53763441e-02,4.69292999e-05
1.54301075e-02,4.58154299e-05
1.54838710e-02,4.48356222e-05
1.55376344e-02,4.39873901e-05
1.55913978e-02,4.32682918e-05
1.56451613e-02,4.26759309e-05
1.56989247e-02,4.22079577e-05
1.57526882e-02,4.18620695e-05
1.58064516e-02,4.16360106e-05
1.58602151e-02,4.15275734e-05
1.59139785e-02,4.20971374e-05
1.59677419e-02,5.08850416e-05
1.60215054e-02,5.91269287e-05
1.60752688e-02,6.57711808e-05
1.61290323e-02,6.98409355e-05
1.61827957e-02,7.06261600e-05
1.62365591e-02,6.78414061e-05
1.62903226e-02,6.17075202e-05
1.63440860e-02,5.29317250e-05
1.63978495e-02,4.64603027e-05
1.64516129e-02,4.75133190e-05
1.65053763e-02,4.86610305e-05
1.65591398e-02,4.99017948e-05
1.66129032e-02,5.12340037e-05
1.66666667e-02,5.26560816e-05
1.67204301e-02,5.41664815e-05
1.67741935e-02,5.57636880e-05
1.68279570e-02,5.74462109e-05
1.68817204e-02,5.92125836e-05
1.69354839e-02,6.10613615e-05
1.69892473e-02,6.29911189e-05
1.70430108e-02,6.50004476e-05
1.70967742e-02,6.70879535e-05
1.71505376e-02,6.92522549e-05
1.72043011e-02,7.14919795e-05
1.72580645e-02,7.38057621e-05
1.73118280e-02,7.61922421e-05
1.73655914e-02,7.86500607e-05
1.74193548e-02,8.11778587e-05
1.74731183e-02,8.37742739e-05
1.75268817e-02,8.64379383e-05
1.75806452e-02,8.91674762e-05
1.76344086e-02,9.19615010e-05
1.76881720e-02,9.48186136e-05
1.77419355e-02,9.77373995e-05
1.77956989e-02,1.00716427e-04
1.78494624e-02,1.03754243e-04
1.79032258e-02,1.06849375e-04
1.79569892e-02,1.10000325e-04
1.80107527e-02,1.13205569e-04
1.80645161e-02,1.15623603e-04
1.81182796e-02,1.15771847e-04
1.81720430e-02,1.19496680e-04
1.82258065e-02,1.25395337e-04
1.82795699e-02,1.29990802e-04
1.83333333e-02,1.33488117e-04
1.83870968e-02,1.36937230e-04
1.84408602e-02,1.38370863e-04
1.84946237e-02,1.38493169e-04
1.85483871e-02,1.37292931e-04
1.86021505e-02,1.34794406e-04
1.86559140e-02,1.31056247e-04
1.87096774e-02,1.26169028e-04
1.87634409e-02,1.20251505e-04
1.88172043e-02,1.13445791e-04
1.88709677e-02,1.05911720e-04
1.89247312e-02,9.78206501e-05
1.89784946e-02,8.93491053e-05
1.90322581e-02,8.06725192e-05
1.90860215e-02,8.39953603e-05
1.91397849e-02,9.60074528e-05
1.91935484e-02,1.11143966e-04
1.92473118e-02,1.28768539e-04
1.93010753e-02,1.47904688e-04
1.93548387e-02,1.67280935e-04
1.94086022e-02,1.85452807e-04
1.94623656e-02,2.00986929e-04
1.95161290e-02,2.12672139e-04
1.95698925e-02,2.19711443e-04
1.96236559e-02,2.21849485e-04
1.96774194e-02,2.19402956e-04
1.97311828e-02,2.13183085e-04
1.97849462e-02,2.04324033e-04
1.98387097e-02,1.94053718e-04
1.98924731e-02,1.83457787e-04
1.99462366e-02,1.73290057e-04
2.00000000e-02,1.63872435e-04
2.00537634e-02,1.55105874e-04
2.01075269e-02,1.46586760e-04
2.01612903e-02,1.37796816e-04
2.02150538e-02,1.28316054e-04
2.02688172e-02,1.18003029e-04
2.03225806e-02,1.07096202e-04
2.03763441e-02,1.08891200e-04
2.04301075e-02,1.20974471e-04
2.04838710e-02,1.33076913e-04
2.05376344e-02,1.44856626e-04
2.05913978e-02,1.55927442e-04
2.06451613e-02,1.65875039e-04
2.06989247e-02,1.74278404e-04
2.07526882e-02,1.80735575e-04
2.08064516e-02,1.84891829e-04
2.08602151e-02,1.86467818e-04
2.09139785e-02,1.85284859e-04
2.09677419e-02,1.81284480e-04
2.10215054e-02,1.74539767e-04
2.10752688e-02,1.65256829e-04
2.11290323e-02,1.57030571e-04
2.11827957e-02,1.64580535e-04
2.12365591e-02,1.71039695e-04
2.12903226e-02,1.76190115e-04
2.13440860e-02,1.80750801e-04
2.13978495e-02,1.91897546e-04
2.14516129e-02,2.03090756e-04
2.15053763e-02,2.14225803e-04
2.15591398e-02,2.25173764e-04
2.16129032e-02,2.35215459e-04
2.16666667e-02,2.34040436e-04
2.17204301e-02,2.32625645e-04
2.17741935e-02,2.30987567e-04
2.18279570e-02,2.29144379e-04
2.18817204e-02,2.27115503e-04
2.19354839e-02,2.24921124e-04
2.19892473e-02,2.22581732e-04
2.20430108e-02,2.20117693e-04
2.20967742e-02,2.17548864e-04
2.21505376e-02,2.14894246e-04
2.22043011e-02,2.12171678e-04
2.22580645e-02,2.09397590e-04
2.23118280e-02,2.06586790e-04
2.23655914e-02,2.03752306e-04
2.24193548e-02,2.00905270e-04
2.24731183e-02,1.98054851e-04
2.25268817e-02,1.95208207e-04
2.25806452e-02,1.77962611e-04
2.26344086e-02,1.59117611e-04
2.26881720e-02,1.40101091e-04
2.27419355e-02,1.21375669e-04
2.27956989e-02,1.03418029e-04
2.28494624e-02,8.67055616e-05
2.29032258e-02,7.17024104e-05
2.29569892e-02,5.88453220e-05
2.30107527e-02,4.85298275e-05
2.30645161e-02,4.90049966e-05
2.31182796e-02,6.26513796e-05
2.31720430e-02,7.90313270e-05
2.32258065e-02,9.77375039e-05
2.32795699e-02,1.18231712e-04
2.33333333e-02,1.39873385e-04
2.33870968e-02,1.49314782e-04
2.34408602e-02,1.46078974e-04
2.34946237e-02,1.42744174e-04
2.35483871e-02,1.39302208e-04
2.36021505e-02,1.44779247e-04
2.36559140e-02,1.68897510e-04
2.37096774e-02,1.93861370e-04
2.37634409e-02,2.19127053e-04
2.38172043e-02,2.44153084e-04
2.38709677e-02,2.65812181e-04
2.39247312e-02,2.57652790e-04
2.39784946e-02,2.44928409e-04
2.40322581e-02,2.27918092e-04
2.40860215e-02,2.07086658e-04
2.41397849e-02,1.83090263e-04
2.41935484e-02,1.88034913e-04
2.42473118e-02,1.92216169e-04
2.43010753e-02,1.94439732e-04
2.43548387e-02,1.94938693e-04
2.44086022e-02,1.94072052e-04
2.44623656e-02,1.92299877e-04
2.45161290e-02,1.90147041e-04
2.45698925e-02,1.88160804e-04
2.46236559e-02,1.86867486e-04
2.46774194e-02,1.86732998e-04
2.47311828e-02,1.88130441e-04
2.47849462e-02,1.91316643e-04
2.48387097e-02,1.96418463e-04
2.48924731e-02,2.03428362e-04
2.49462366e-02,2.12208292e-04
2.50000000e-02,2.22500107e-04
2.50537634e-02,2.22341599e-04
2.51075269e-02,2.18028428e-04
2.51612903e-02,2.41767092e-04
2.52150538e-02,2.33713128e-04
2.52688172e-02,2.20503892e-04
2.53225806e-02,2.07410320e-04
2.53763441e-02,1.96275971e-04
2.54301075e-02,1.91911062e-04
2.54838710e-02,1.87548887e-04
2.55376344e-02,1.83192621e-04
2.55913978e-02,1.78845408e-04
2.56451613e-02,1.74510357e-04
2.56989247e-02,1.70190535e-04
2.57526882e-02,1.65888966e-04
2.58064516e-02,1.61608629e-04
2.58602151e-02,1.57352454e-04
2.59139785e-02,1.53123318e-04
2.59677419e-02,1.48924043e-04
2.60215054e-02,1.44757396e-04
2.60752688e-02,1.40626079e-04
2.61290323e-02,1.40924436e-04
2.61827957e-02,1.51478214e-04
2.62365591e-02,1.51470941e-04
2.62903226e-02,1.40048141e-04
2.63440860e-02,1.29748937e-04
2.63978495e-02,1.20547742e-04
2.64516129e-02,1.12909489e-04
2.65053763e-02,1.09150136e-04
